【Excel文件】COVID-19全球数据集（节选）.xlsx
工作表数量：1
============================================================

📊 工作表 1: Data
行数: 15088, 列数: 15
----------------------------------------
                        国家/地区             大洲     纬度      经度  年平均温度  每千人医院床位数  每千人医生数    人均GDP          人口  年龄中位数  65岁及以上人口占比         日期      每日检测数         病例数       死亡数
3609                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-21    34932.0    103392.0    9950.0
3610                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-22    45049.0    105226.0    9955.0
3611                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-23    44434.0    106887.0    9959.0
3612                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-24    40555.0    108768.0    9965.0
3613                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-25    37845.0    110976.0    9969.0
3614                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-26    33439.0    112803.0    9974.0
3615                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-27    20395.0    114179.0    9980.0
3616                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-28    28557.0    115353.0    9987.0
3617                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-29    48302.0    117115.0   10001.0
3618                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-09-30    46694.0    118452.0   10016.0
3619                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-01    41753.0    121059.0   10023.0
3620                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-02    41778.0    124234.0   10037.0
3621                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-03    34240.0    127623.0   10044.0
3622                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-04    17961.0    130235.0   10064.0
3623                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-05    27391.0    132203.0   10078.0
3624                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-06    45882.0    134291.0   10092.0
3625                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-07    54459.0    137868.0   10108.0
3626                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-08    50165.0    143596.0   10126.0
3627                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-09    53751.0    148981.0   10151.0
3628                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-10    47596.0    156931.0   10175.0
3629                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-11    30373.0    162258.0   10191.0
3630                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-12    44535.0    165880.0   10211.0
3631                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-13    59536.0    173240.0   10244.0
3632                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-14    72982.0    181511.0   10278.0
3633                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-15    66248.0    191959.0   10327.0
3634                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-16    68694.0    202151.0   10359.0
3635                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-17    61899.0    213115.0   10392.0
3636                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-18    44689.0    222253.0   10413.0
3637                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-19    55924.0    230480.0   10443.0
3638                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-20    78333.0    240159.0   10489.0
3639                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-21    80815.0    253386.0   10539.0
3640                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-22    79979.0    270132.0   10588.0
3641                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-23    69154.0    287700.0   10658.0
3642                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-24    63605.0    305409.0   10737.0
3643                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-25    39465.0    321031.0   10810.0
3644                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-26    50161.0    333718.0   10899.0
3645                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-27    71450.0    347289.0   11038.0
3646                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-28    78093.0    368337.0   11170.0
3647                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-29    71919.0    392258.0   11308.0
3648                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-30    66019.0    412314.0   11452.0
3649                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-10-31    54587.0    429229.0   11625.0
3650                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-01    24162.0    441018.0   11737.0
3651                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-02    28928.0    447355.0   11858.0
3652                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-03    54876.0    452541.0   12126.0
3653                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-04    44998.0    468213.0   12331.0
3654                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-05    45721.0    479341.0   12520.0
3655                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-06    39364.0    488044.0   12708.0
3656                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-07    32359.0    494168.0   12907.0
3657                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-08    13302.0    500789.0   13055.0
3658                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-09    22365.0    503182.0   13216.0
3659                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-10    39203.0    507475.0   13561.0
3660                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-11    31789.0    515391.0   13758.0
3661                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-12    28050.0    520393.0   13891.0
3662                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-13    37804.0    525012.0   14106.0
3663                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-14    26469.0    531280.0   14303.0
3664                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-15    13824.0    535939.0   14421.0
3665                  Belgium         Europe  50.50    4.47     10      5.64    3.01  46420.7    11372068     41          19 2020-11-16    21451.0    537871.0   14616.0
